Data Logged From Pressure Experiment
Temperature (C),Pressure,Valve State,Time (mS)
22.5,0.16,0.0,558685.0
22.5,0.16,0.0,558764.0
22.5,0.14,0.0,558841.0
22.5,0.16,0.0,558920.0
22.5,0.16,0.0,558998.0
22.5,0.14,0.0,559076.0
0.0,0.14,1.0,559154.0
22.5,0.14,1.0,559232.0
22.25,0.16,1.0,559310.0
22.25,0.16,1.0,559388.0
22.25,0.16,1.0,559467.0
22.25,0.14,1.0,559544.0
22.25,0.16,1.0,559623.0
22.25,0.16,1.0,559701.0
22.25,0.16,1.0,559780.0
22.0,0.16,1.0,559857.0
22.25,0.16,1.0,559936.0
22.25,0.16,1.0,560014.0
22.25,0.16,1.0,560092.0
22.0,0.16,1.0,560170.0
22.0,0.14,1.0,560249.0
22.0,0.16,1.0,560326.0
22.25,0.16,1.0,560405.0
22.0,0.16,1.0,560483.0
22.25,0.12,1.0,560562.0
0.0,0.16,1.0,560639.0
22.25,0.14,1.0,560718.0
22.25,0.14,1.0,560796.0
22.5,0.16,1.0,560874.0
22.5,0.16,1.0,560952.0
22.5,0.16,1.0,561031.0
22.5,0.16,1.0,561108.0
22.5,0.16,1.0,561187.0
22.5,0.14,0.0,561265.0
22.5,0.16,0.0,561344.0
22.5,0.12,0.0,561421.0
22.5,0.16,0.0,561500.0
22.5,0.19,0.0,561578.0
22.5,0.12,0.0,561656.0
22.5,0.14,0.0,561734.0
0.0,0.16,0.0,561811.0
22.5,0.14,0.0,561890.0
22.5,0.12,0.0,561968.0
22.5,0.17,0.0,562047.0
22.5,0.19,0.0,562124.0
22.5,0.14,0.0,562203.0
22.5,0.14,0.0,562281.0
22.5,0.19,0.0,562360.0
22.5,0.16,0.0,562437.0
22.5,0.12,0.0,562516.0
22.5,0.19,0.0,562593.0
22.5,0.17,0.0,562672.0
22.5,0.12,1.0,562750.0
22.5,0.19,1.0,562829.0
22.5,0.16,1.0,562906.0
22.25,0.14,1.0,562985.0
22.5,0.16,1.0,563063.0
22.25,0.16,1.0,563142.0
22.25,0.14,1.0,563219.0
22.25,0.16,0.0,563298.0
22.25,0.17,0.0,563375.0
22.5,0.16,0.0,563454.0
22.5,0.14,0.0,563532.0
22.5,0.17,0.0,563611.0
22.5,0.16,0.0,563688.0
22.5,0.12,0.0,563767.0
22.5,0.14,0.0,563845.0
22.5,0.16,0.0,563924.0
22.5,0.16,0.0,564001.0
22.5,0.14,0.0,564080.0
22.5,0.16,0.0,564157.0
22.5,0.16,0.0,564236.0
22.5,0.14,0.0,564314.0
22.5,0.16,0.0,564393.0
22.5,0.16,0.0,564470.0
22.5,0.16,0.0,564549.0
22.5,0.14,0.0,564627.0
22.5,0.16,0.0,564706.0
22.5,0.16,0.0,564783.0
22.5,0.14,0.0,564862.0
22.5,0.16,0.0,564939.0
22.5,0.16,0.0,565018.0
22.5,0.16,0.0,565096.0
22.5,0.14,0.0,565175.0
22.5,0.14,0.0,565252.0
22.5,0.17,0.0,565331.0
22.5,0.14,0.0,565409.0
22.5,0.14,0.0,565488.0
22.5,0.17,0.0,565565.0
22.5,0.17,0.0,565644.0
22.5,0.14,0.0,565721.0
22.5,0.14,0.0,565800.0
22.5,0.16,0.0,565878.0
22.5,0.16,0.0,565957.0
22.5,0.14,0.0,566034.0
22.5,0.14,0.0,566113.0
22.5,0.17,0.0,566191.0
22.5,0.14,0.0,566270.0
22.5,0.14,0.0,566347.0
22.5,0.17,0.0,566426.0
22.5,0.16,0.0,566503.0
22.5,0.14,0.0,566582.0
22.5,0.14,0.0,566660.0
22.5,0.16,0.0,566739.0
22.5,0.14,0.0,566816.0
22.5,0.14,0.0,566895.0
22.5,0.16,0.0,566973.0
22.5,0.17,0.0,567052.0
22.5,0.14,0.0,567129.0
22.5,0.14,0.0,567208.0
22.5,0.16,0.0,567285.0
22.5,0.16,0.0,567364.0
22.5,0.14,0.0,567442.0
22.5,0.16,0.0,567521.0
22.5,0.17,0.0,567598.0
22.5,0.14,0.0,567677.0
22.5,0.14,0.0,567755.0
22.5,0.17,0.0,567834.0
22.5,0.17,0.0,567911.0
22.5,0.14,0.0,567990.0
22.5,0.16,0.0,568067.0
22.5,0.17,0.0,568146.0
22.5,0.16,0.0,568224.0
22.5,0.14,0.0,568303.0
22.5,0.16,0.0,568380.0
22.5,0.17,0.0,568459.0
22.5,0.14,0.0,568537.0
22.5,0.14,0.0,568616.0
22.5,0.17,0.0,568693.0
22.5,0.16,0.0,568772.0
22.5,0.16,0.0,568849.0
22.5,0.17,0.0,568928.0
22.5,0.17,0.0,569006.0
22.5,0.14,0.0,569085.0
22.5,0.14,0.0,569162.0
22.5,0.16,0.0,569241.0
22.5,0.16,0.0,569319.0
22.5,0.14,0.0,569398.0
22.5,0.16,0.0,569475.0
22.5,0.17,0.0,569554.0
22.5,0.16,0.0,569631.0
22.5,0.16,0.0,569710.0
22.5,0.16,0.0,569788.0
22.5,0.16,0.0,569867.0
22.5,0.14,0.0,569944.0
22.5,0.16,0.0,570023.0
22.5,0.16,0.0,570101.0
22.5,0.16,0.0,570180.0
22.5,0.14,0.0,570257.0
22.5,0.16,0.0,570336.0
22.5,0.16,0.0,570413.0
22.5,0.16,0.0,570492.0
22.5,0.14,0.0,570570.0
22.5,0.16,0.0,570649.0
22.5,0.16,0.0,570726.0
22.5,0.14,0.0,570805.0
22.5,0.16,0.0,570883.0
22.5,0.16,0.0,570962.0
22.5,0.16,0.0,571039.0
22.5,0.16,0.0,571118.0
22.5,0.16,0.0,571195.0
22.5,0.14,0.0,571274.0
22.5,0.16,0.0,571352.0
22.5,0.16,0.0,571431.0
22.5,0.16,0.0,571508.0
22.5,0.14,0.0,571587.0
22.5,0.16,0.0,571665.0
22.5,0.16,0.0,571744.0
22.5,0.16,0.0,571821.0
22.5,0.16,0.0,571900.0
22.5,0.17,0.0,571977.0
22.5,0.16,0.0,572056.0
22.5,0.17,0.0,572134.0
22.5,0.16,0.0,572213.0
22.5,0.16,0.0,572290.0
22.5,0.16,0.0,572369.0
22.5,0.16,0.0,572447.0
22.5,0.14,0.0,572526.0
22.5,0.16,0.0,572603.0
22.5,0.16,0.0,572682.0
22.5,0.16,0.0,572759.0
22.5,0.14,0.0,572838.0
22.5,0.16,0.0,572916.0
22.5,0.16,0.0,572995.0
22.5,0.14,0.0,573072.0
22.5,0.16,0.0,573151.0
22.5,0.16,0.0,573229.0
22.5,0.16,0.0,573308.0
22.5,0.16,0.0,573385.0
22.5,0.14,0.0,573464.0
22.5,0.16,0.0,573541.0
22.5,0.16,0.0,573620.0
22.5,0.16,0.0,573698.0
22.5,0.16,0.0,573777.0
22.5,0.16,0.0,573854.0
22.5,0.14,0.0,573933.0
22.5,0.14,0.0,574011.0
22.5,0.16,0.0,574090.0
22.5,0.16,0.0,574167.0
22.5,0.16,0.0,574246.0
22.5,0.17,0.0,574323.0
22.5,0.16,0.0,574402.0
22.5,0.14,0.0,574480.0
22.5,0.12,0.0,574559.0
22.5,0.14,0.0,574636.0
22.5,0.16,0.0,574715.0
22.5,0.16,0.0,574793.0
22.5,0.12,0.0,574872.0
22.5,0.16,0.0,574949.0
22.5,0.16,0.0,575028.0
22.5,0.14,0.0,575105.0
22.5,0.16,0.0,575184.0
22.5,0.16,0.0,575262.0
22.5,0.16,0.0,575341.0
22.5,0.16,0.0,575418.0
22.5,0.14,0.0,575497.0
22.5,0.16,0.0,575575.0
22.5,0.14,0.0,575654.0
22.5,0.16,0.0,575731.0
22.5,0.16,0.0,575810.0
22.5,0.14,0.0,575887.0
22.5,0.16,0.0,575966.0
22.5,0.16,0.0,576044.0
22.5,0.16,0.0,576123.0
22.5,0.16,0.0,576200.0
22.5,0.16,1.0,576279.0
22.5,0.14,1.0,576357.0
22.5,0.16,1.0,576436.0
22.5,0.16,1.0,576513.0
22.5,0.16,1.0,576592.0
22.5,0.16,1.0,576669.0
22.5,0.14,1.0,576748.0
22.25,0.14,1.0,576826.0
22.5,0.16,1.0,576905.0
22.5,0.14,1.0,576982.0
22.5,0.16,1.0,577061.0
22.25,0.16,1.0,577139.0
22.5,0.16,1.0,577218.0
22.5,0.14,1.0,577295.0
22.5,0.16,0.0,577374.0
22.5,0.16,0.0,577451.0
0.0,0.14,0.0,577529.0
22.5,0.14,0.0,577608.0
22.5,0.16,0.0,577685.0
22.5,0.17,0.0,577764.0
22.5,0.14,0.0,577842.0
22.5,0.14,0.0,577921.0
22.5,0.16,0.0,577998.0
22.5,0.16,0.0,578077.0
22.5,0.14,0.0,578155.0
22.5,0.16,0.0,578233.0
22.5,0.16,0.0,578311.0
22.5,0.14,0.0,578390.0
22.5,0.16,0.0,578467.0
22.5,0.16,0.0,578546.0
22.5,0.16,0.0,578624.0
22.5,0.14,0.0,578703.0
22.5,0.16,0.0,578780.0
22.5,0.14,0.0,578859.0
22.5,0.16,0.0,578937.0
0.0,0.17,1.0,579014.0
22.5,0.16,1.0,579093.0
0.0,0.12,1.0,579170.0
22.25,0.17,1.0,579249.0
22.5,0.16,1.0,579327.0
22.5,0.14,1.0,579406.0
22.5,0.17,1.0,579483.0
22.5,0.17,1.0,579562.0
22.5,0.14,0.0,579640.0
22.5,0.12,0.0,579719.0
22.5,0.17,0.0,579796.0
22.5,0.17,0.0,579875.0
22.5,0.16,0.0,579952.0
22.5,0.16,0.0,580031.0
22.5,0.16,0.0,580109.0
22.5,0.14,0.0,580188.0
22.5,0.12,0.0,580265.0
22.5,0.16,0.0,580344.0
22.5,0.16,0.0,580422.0
22.5,0.14,0.0,580501.0
22.5,0.12,0.0,580578.0
22.5,0.17,0.0,580657.0
22.5,0.16,0.0,580734.0
22.5,0.16,0.0,580813.0
22.5,0.14,0.0,580891.0
22.5,0.16,0.0,580970.0
22.5,0.16,0.0,581047.0
22.5,0.16,0.0,581126.0
22.5,0.16,0.0,581204.0
22.5,0.16,0.0,581283.0
22.5,0.16,0.0,581360.0
22.5,0.14,0.0,581439.0
22.5,0.16,0.0,581516.0
22.5,0.16,0.0,581595.0
22.5,0.16,0.0,581673.0
22.5,0.16,0.0,581752.0
22.5,0.16,0.0,581829.0
22.5,0.16,0.0,581908.0
22.5,0.16,0.0,581986.0
22.5,0.2,0.0,582065.0
22.5,0.14,0.0,582142.0
22.5,0.16,0.0,582221.0
22.5,0.16,0.0,582298.0
22.5,0.14,0.0,582377.0
22.5,0.17,0.0,582455.0
0.0,0.14,0.0,582532.0
22.5,0.19,0.0,582611.0
22.5,0.16,0.0,582689.0
22.5,0.17,0.0,582768.0
0.0,0.14,0.0,582845.0
22.5,0.14,0.0,582923.0
22.5,0.17,0.0,583002.0
22.5,0.16,0.0,583079.0
22.5,0.14,0.0,583158.0
22.5,0.14,0.0,583236.0
22.5,0.17,0.0,583314.0
22.5,0.16,0.0,583392.0
22.5,0.14,0.0,583471.0
22.5,0.16,0.0,583548.0
22.5,0.16,0.0,583627.0
22.5,0.16,0.0,583705.0
22.5,0.16,0.0,583784.0
22.5,0.16,0.0,583861.0
22.5,0.16,0.0,583940.0
22.5,0.16,0.0,584018.0
22.5,0.16,0.0,584096.0
22.5,0.16,0.0,584174.0
22.5,0.16,0.0,584253.0
22.5,0.16,0.0,584330.0
22.5,0.16,0.0,584409.0
22.5,0.16,0.0,584487.0
22.5,0.14,0.0,584566.0
22.5,0.16,0.0,584643.0
22.5,0.16,0.0,584722.0
22.5,0.14,0.0,584800.0
22.5,0.16,0.0,584878.0
22.5,0.16,0.0,584956.0
22.5,0.16,0.0,585035.0
22.5,0.16,0.0,585112.0
22.5,0.16,0.0,585191.0
22.5,0.16,0.0,585269.0
22.5,0.16,0.0,585348.0
22.5,0.16,0.0,585425.0
22.5,0.14,0.0,585504.0
22.5,0.16,0.0,585582.0
22.5,0.16,0.0,585660.0
22.5,0.14,0.0,585738.0
22.5,0.16,0.0,585817.0
22.5,0.14,0.0,585894.0
22.5,0.16,0.0,585973.0
22.5,0.14,0.0,586051.0
22.5,0.14,0.0,586130.0
22.5,0.14,0.0,586207.0
22.5,0.14,0.0,586286.0
22.5,0.16,0.0,586364.0
22.5,0.16,0.0,586442.0
22.5,0.14,0.0,586520.0
22.5,0.14,0.0,586599.0
22.5,0.16,0.0,586676.0
22.5,0.16,0.0,586755.0
22.5,0.16,0.0,586833.0
22.5,0.14,0.0,586912.0
22.5,0.16,0.0,586989.0
22.5,0.16,0.0,587068.0
22.5,0.14,0.0,587146.0
22.5,0.16,0.0,587224.0
22.5,0.16,0.0,587302.0
22.5,0.16,0.0,587381.0
22.5,0.16,0.0,587458.0
22.5,0.16,0.0,587537.0
22.5,0.16,0.0,587615.0
22.5,0.16,0.0,587694.0
22.5,0.14,0.0,587771.0
22.5,0.16,0.0,587850.0
22.5,0.16,0.0,587928.0
22.5,0.16,0.0,588006.0
22.5,0.16,0.0,588084.0
22.5,0.16,0.0,588163.0
22.5,0.14,0.0,588240.0
22.5,0.16,0.0,588319.0
22.5,0.17,0.0,588397.0
22.5,0.14,0.0,588476.0
22.5,0.16,0.0,588553.0
22.5,0.14,0.0,588632.0
22.5,0.17,0.0,588710.0
22.5,0.14,0.0,588788.0
22.5,0.16,0.0,588866.0
22.5,0.16,0.0,588945.0
22.5,0.14,0.0,589022.0
22.5,0.16,0.0,589101.0
22.5,0.16,0.0,589179.0
22.5,0.16,0.0,589258.0
22.5,0.14,0.0,589335.0
22.5,0.16,0.0,589414.0
22.5,0.16,0.0,589492.0
22.5,0.16,0.0,589570.0
22.5,0.14,0.0,589648.0
22.5,0.14,0.0,589727.0
22.5,0.16,0.0,589804.0
22.5,0.16,0.0,589883.0
22.5,0.16,0.0,589961.0
22.5,0.16,0.0,590040.0
22.5,0.17,0.0,590117.0
22.5,0.14,0.0,590196.0
22.5,0.14,0.0,590274.0
22.5,0.16,0.0,590352.0
22.5,0.16,0.0,590430.0
22.5,0.14,0.0,590509.0
22.5,0.17,0.0,590586.0
22.5,0.14,0.0,590665.0
22.5,0.16,0.0,590743.0
22.5,0.16,0.0,590822.0
22.5,0.16,0.0,590899.0
22.5,0.14,0.0,590978.0
22.5,0.16,0.0,591056.0
22.5,0.16,0.0,591134.0
22.5,0.16,0.0,591212.0
22.5,0.16,0.0,591291.0
22.5,0.14,0.0,591368.0
22.5,0.16,0.0,591447.0
22.5,0.14,0.0,591525.0
22.5,0.14,0.0,591604.0
22.5,0.14,0.0,591681.0
22.5,0.17,0.0,591760.0
22.5,0.16,0.0,591838.0
22.5,0.14,0.0,591916.0
22.5,0.16,0.0,591994.0
22.5,0.16,0.0,592073.0
22.5,0.16,0.0,592150.0
22.25,0.17,0.0,592229.0
22.5,0.16,0.0,592307.0
22.5,0.16,0.0,592386.0
22.5,0.17,0.0,592463.0
22.5,0.16,0.0,592542.0
22.5,0.16,0.0,592620.0
22.5,0.16,0.0,592698.0
22.5,0.14,0.0,592776.0
22.5,0.16,0.0,592855.0
22.5,0.14,1.0,592932.0
22.5,0.16,1.0,593011.0
22.25,0.16,1.0,593089.0
22.0,0.16,1.0,593168.0
22.0,0.16,1.0,593245.0
22.25,0.16,1.0,593324.0
22.25,0.16,1.0,593402.0
22.25,0.16,1.0,593480.0
22.25,0.14,1.0,593558.0
22.25,0.16,1.0,593637.0
22.5,0.16,1.0,593714.0
22.5,0.16,0.0,593793.0
22.5,0.16,0.0,593871.0
0.0,0.14,0.0,593948.0
22.5,0.16,0.0,594027.0
22.5,0.16,0.0,594105.0
22.5,0.16,0.0,594184.0
22.5,0.14,0.0,594261.0
22.5,0.16,0.0,594340.0
22.5,0.16,0.0,594417.0
22.5,0.16,0.0,594496.0
22.5,0.16,0.0,594574.0
22.5,0.14,0.0,594653.0
22.5,0.16,0.0,594730.0
22.5,0.14,0.0,594809.0
22.5,0.16,0.0,594887.0
22.5,0.16,0.0,594966.0
22.5,0.14,0.0,595043.0
22.5,0.16,0.0,595122.0
22.5,0.16,0.0,595199.0
22.5,0.14,0.0,595278.0
22.5,0.16,0.0,595356.0
22.5,0.16,0.0,595435.0
22.5,0.16,0.0,595512.0
22.5,0.14,0.0,595591.0
22.5,0.16,0.0,595669.0
22.5,0.16,0.0,595748.0
22.5,0.16,0.0,595825.0
22.5,0.14,0.0,595904.0
22.5,0.16,0.0,595981.0
22.5,0.14,0.0,596060.0
22.5,0.16,0.0,596138.0
22.5,0.16,0.0,596217.0
22.5,0.16,0.0,596294.0
22.5,0.16,0.0,596373.0
22.5,0.16,0.0,596451.0
22.5,0.16,0.0,596530.0
22.5,0.16,0.0,596607.0
22.5,0.14,0.0,596686.0
22.5,0.16,0.0,596763.0
22.5,0.16,0.0,596842.0
22.5,0.16,0.0,596920.0
22.5,0.16,0.0,596999.0
22.5,0.17,0.0,597076.0
22.5,0.17,0.0,597155.0
22.5,0.14,0.0,597233.0
22.5,0.16,0.0,597312.0
22.5,0.16,0.0,597389.0
22.5,0.16,0.0,597468.0
22.5,0.16,0.0,597545.0
22.5,0.16,0.0,597624.0
22.5,0.16,0.0,597702.0
22.25,0.14,0.0,597781.0
22.5,0.16,0.0,597858.0
22.5,0.14,0.0,597937.0
22.5,0.14,0.0,598015.0
22.5,0.16,0.0,598094.0
22.5,0.16,0.0,598171.0
22.5,0.16,0.0,598250.0
22.5,0.14,0.0,598327.0
22.5,0.14,0.0,598406.0
22.5,0.17,0.0,598484.0
22.5,0.16,0.0,598563.0
22.5,0.16,0.0,598640.0
22.5,0.14,0.0,598719.0
22.5,0.16,0.0,598797.0
22.5,0.16,0.0,598876.0
22.5,0.14,0.0,598953.0
22.5,0.16,0.0,599032.0
22.5,0.16,0.0,599109.0
22.5,0.14,0.0,599188.0
22.5,0.14,0.0,599266.0
22.5,0.16,0.0,599345.0
22.5,0.16,0.0,599422.0
22.5,0.14,0.0,599501.0
22.5,0.16,0.0,599579.0
22.5,0.14,0.0,599658.0
22.5,0.16,0.0,599735.0
22.5,0.14,0.0,599814.0
22.5,0.16,0.0,599891.0
22.5,0.14,0.0,599970.0
22.5,0.16,0.0,600048.0
22.5,0.16,0.0,600127.0
22.5,0.16,0.0,600204.0
22.5,0.16,0.0,600283.0
22.5,0.14,0.0,600361.0
22.5,0.16,0.0,600440.0
22.5,0.16,0.0,600517.0
22.5,0.16,0.0,600596.0
22.5,0.14,0.0,600673.0
22.5,0.16,0.0,600752.0
22.5,0.16,0.0,600830.0
22.5,0.16,0.0,600909.0
22.5,0.16,0.0,600986.0
0.0,0.16,0.0,601064.0
22.5,0.19,0.0,601143.0
22.5,0.14,0.0,601220.0
22.5,0.16,0.0,601299.0
22.5,0.16,0.0,601377.0
22.5,0.14,0.0,601455.0
22.5,0.16,0.0,601533.0
22.5,0.16,0.0,601612.0
22.5,0.16,0.0,601689.0
22.5,0.14,0.0,601768.0
22.5,0.16,0.0,601846.0
22.5,0.16,0.0,601925.0
22.5,0.16,0.0,602002.0
22.5,0.14,0.0,602081.0
22.5,0.16,0.0,602159.0
22.5,0.14,0.0,602237.0
22.5,0.14,0.0,602315.0
22.5,0.16,0.0,602394.0
22.5,0.16,0.0,602471.0
22.5,0.16,0.0,602550.0
22.5,0.14,0.0,602628.0
22.5,0.16,0.0,602707.0
22.5,0.16,0.0,602784.0
22.5,0.16,0.0,602863.0
22.5,0.14,0.0,602941.0
22.5,0.16,0.0,603019.0
22.5,0.16,0.0,603097.0
22.5,0.16,0.0,603176.0
22.5,0.17,0.0,603253.0
22.5,0.16,0.0,603332.0
22.5,0.16,0.0,603410.0
22.5,0.14,0.0,603489.0
22.5,0.16,0.0,603566.0
22.5,0.16,0.0,603645.0
22.5,0.14,0.0,603723.0
22.5,0.16,0.0,603801.0
22.5,0.17,0.0,603879.0
22.5,0.16,0.0,603958.0
22.5,0.14,0.0,604035.0
22.5,0.16,0.0,604114.0
22.5,0.16,0.0,604192.0
22.5,0.16,0.0,604271.0
22.5,0.16,0.0,604348.0
22.5,0.16,0.0,604427.0
22.5,0.16,0.0,604505.0
22.5,0.14,0.0,604583.0
22.5,0.16,0.0,604661.0
22.5,0.16,0.0,604740.0
22.5,0.16,0.0,604817.0
22.5,0.16,0.0,604896.0
22.5,0.16,0.0,604974.0
22.5,0.16,0.0,605053.0
22.5,0.16,0.0,605130.0
22.5,0.14,0.0,605209.0
22.5,0.16,0.0,605287.0
22.5,0.16,0.0,605365.0
22.5,0.14,0.0,605443.0
22.5,0.16,0.0,605522.0
22.5,0.16,0.0,605599.0
22.5,0.16,0.0,605678.0
22.5,0.14,0.0,605756.0
22.5,0.16,0.0,605835.0
22.5,0.16,0.0,605912.0
22.5,0.14,0.0,605991.0
22.5,0.16,0.0,606069.0
22.5,0.16,0.0,606147.0
22.5,0.14,0.0,606225.0
22.5,0.16,0.0,606304.0
22.5,0.16,0.0,606381.0
22.5,0.16,0.0,606460.0
22.5,0.14,0.0,606538.0
22.5,0.16,0.0,606617.0
22.5,0.16,0.0,606694.0
22.5,0.16,0.0,606773.0
22.5,0.16,0.0,606851.0
22.5,0.16,0.0,606929.0
22.5,0.16,0.0,607007.0
22.5,0.16,0.0,607086.0
22.5,0.16,0.0,607163.0
22.5,0.16,0.0,607242.0
22.5,0.16,0.0,607320.0
22.5,0.16,0.0,607399.0
22.5,0.16,0.0,607476.0
22.5,0.16,0.0,607555.0
22.5,0.14,0.0,607633.0
22.5,0.16,0.0,607711.0
22.5,0.16,0.0,607789.0
22.5,0.16,0.0,607868.0
22.5,0.16,0.0,607945.0
22.5,0.16,0.0,608024.0
22.5,0.16,0.0,608102.0
22.5,0.16,0.0,608181.0
22.5,0.16,0.0,608258.0
22.5,0.16,0.0,608337.0
22.5,0.16,0.0,608415.0
22.5,0.14,0.0,608493.0
22.5,0.16,0.0,608571.0
22.5,0.16,0.0,608650.0
22.5,0.16,0.0,608727.0
22.5,0.16,0.0,608806.0
22.5,0.16,0.0,608884.0
22.5,0.14,0.0,608963.0
22.5,0.14,0.0,609040.0
22.5,0.14,0.0,609119.0
22.5,0.14,0.0,609197.0
22.5,0.16,0.0,609275.0
22.5,0.16,0.0,609353.0
22.5,0.16,0.0,609432.0
22.5,0.16,0.0,609509.0
22.5,0.16,0.0,609588.0
22.5,0.14,1.0,609666.0
22.5,0.14,1.0,609745.0
22.25,0.14,1.0,609822.0
22.25,0.16,1.0,609901.0
22.25,0.16,1.0,609979.0
22.25,0.16,1.0,610057.0
22.25,0.16,1.0,610135.0
22.25,0.16,1.0,610214.0
22.25,0.16,1.0,610291.0
22.25,0.16,1.0,610370.0
22.25,0.16,1.0,610448.0
22.25,0.16,1.0,610527.0
22.25,0.17,1.0,610604.0
22.25,0.14,1.0,610683.0
22.25,0.14,1.0,610761.0
22.25,0.16,1.0,610839.0
22.25,0.16,1.0,610917.0
22.25,0.16,1.0,610996.0
22.25,0.14,1.0,611073.0
22.25,0.14,1.0,611152.0
22.25,0.16,1.0,611230.0
22.25,0.16,1.0,611309.0
22.25,0.14,1.0,611386.0
22.25,0.16,1.0,611465.0
22.25,0.14,1.0,611543.0
22.25,0.16,1.0,611621.0
22.25,0.14,1.0,611699.0
22.25,0.16,0.0,611778.0
22.25,0.16,0.0,611855.0
22.5,0.14,0.0,611934.0
22.5,0.16,0.0,612012.0
22.5,0.16,0.0,612091.0
22.5,0.16,0.0,612168.0
22.5,0.16,0.0,612247.0
22.5,0.16,0.0,612325.0
22.5,0.16,0.0,612403.0
22.5,0.16,0.0,612481.0
22.5,0.16,0.0,612560.0
22.5,0.16,0.0,612637.0
22.5,0.16,0.0,612716.0
22.5,0.16,1.0,612795.0
22.5,0.16,1.0,612873.0
22.25,0.17,1.0,612952.0
22.0,0.16,1.0,613029.0
22.25,0.16,1.0,613108.0
22.25,0.16,1.0,613185.0
22.0,0.16,1.0,613264.0
22.25,0.16,1.0,613342.0
22.25,0.16,1.0,613421.0
22.25,0.16,1.0,613498.0
22.25,0.16,1.0,613577.0
22.25,0.16,1.0,613655.0
22.25,0.16,1.0,613734.0
22.25,0.16,1.0,613811.0
22.25,0.16,1.0,613890.0
22.0,0.16,1.0,613967.0
22.25,0.16,1.0,614046.0
22.25,0.14,1.0,614124.0
22.25,0.14,1.0,614203.0
22.25,0.16,1.0,614280.0
22.25,0.17,1.0,614359.0
22.25,0.16,0.0,614437.0
22.25,0.14,0.0,614516.0
22.5,0.16,0.0,614593.0
22.5,0.16,0.0,614672.0
22.5,0.16,0.0,614749.0
22.5,0.16,0.0,614828.0
22.5,0.17,0.0,614906.0
22.5,0.16,0.0,614985.0
22.5,0.16,0.0,615062.0
22.5,0.16,0.0,615141.0
22.5,0.14,0.0,615219.0
22.5,0.16,0.0,615298.0
22.5,0.17,0.0,615375.0
22.5,0.14,0.0,615454.0
22.5,0.14,0.0,615531.0
22.5,0.14,0.0,615610.0
22.5,0.16,0.0,615688.0
22.5,0.14,0.0,615767.0
22.5,0.16,0.0,615844.0
22.5,0.16,0.0,615923.0
22.5,0.16,0.0,616001.0
22.5,0.16,0.0,616080.0
22.5,0.16,0.0,616157.0
22.5,0.14,0.0,616236.0
22.5,0.14,0.0,616313.0
22.5,0.14,0.0,616392.0
22.5,0.14,0.0,616470.0
22.5,0.16,0.0,616549.0
22.5,0.14,0.0,616626.0
22.5,0.14,0.0,616705.0
22.5,0.14,1.0,616783.0
22.5,0.14,1.0,616862.0
22.0,0.14,1.0,616939.0
22.0,0.16,1.0,617018.0
22.0,0.16,1.0,617095.0
22.25,0.16,1.0,617174.0
22.25,0.16,1.0,617252.0
